district,taluka,area,registrationNo,propertyName,propertyAddress,noOfRooms
North Goa,Bardez,Verla,HOTN002326,Genesis Leisure Llp,"Emerald Isles ,Freitas Vaddo, Nr Krishnavadi, Verla,
 Bardez, North Goa- 403510",6
North Goa,Bardez,Verla,HOTN003548,Mark Jacinto,"Hno. 167/B, Verla, Bardez, North Goa",5
North Goa,Bardez,Verla,HOTN004093,Coconut Inn Guest House,"H.No-455/E, Verla, Bardez, North Goa- 403510",4
North Goa,Bardez,Verla,HOTN004450,"Traquility Estate 1 Bhk
 Apartment","House No. 110/3/F-1-C, Naika Vado, Verla, Bardez,
 North Goa- 403510",1
North Goa,Bardez,Verla,HOTN004719,Hendrix Villa,"25/D Rebello Waddo, Verla, Bardez, North Goa",6
North Goa,Bardez,Verla,HOTN004764,Villa Lou,"333, Auchit Vaddo, Verla, Bardez, North Goa- 403510",3
North Goa,Bardez,Verla,HOTN005226,Tranquility Estate,"Naikka Vaddo, Verla, Bardez, North Goa- 403510",3
North Goa,Bardez,Verla,HOTN005285,Boho Billa Penthouse,"Greenfield Apartments, Abraxio Vaddo, Verla, Bardez,
 North Goa- 403519",3
North Goa,Bardez,Verla,HOTN005444,Casa Royale,"H. No 193/2, Zorwaddo, chapora, Anjuna, Verla,
 Bardez, North Goa",5
North Goa,Bardez,Verla,HOTN005760,Penthouse,"Hno 110/3/F-3-B Tranquility Estate, Verla, Bardez,
 North Goa",2
North Goa,Bardez,Verla,HOTN005762,Pearl Bliss,"Hno 110/A/F-1-B, Flat No 1b, Ground Floor ,
 Tranquility Estate Canca, Verla, Bardez, North Goa",2
North Goa,Bardez,Verla,HOTN005822,Villa Vienna,"Soanr Vado, Verla, Bardez, North Goa- 403510",5
North Goa,Bardez,Verla,HOTN005844,Breeze Blows Apartments,"294/4-B Sonar Wado, Visitacao Lobo Road, Verla,
 Bardez, North Goa- 403510",5
North Goa,Bardez,Verla,HOTN005867,Sohana Hospitality Llp,"Naik Vaddo, Verla Canca, Bardez Goa, Verla, Bardez,
 North Goa",4
North Goa,Bicholim,Sanquelim,HOTN001008,J K Guest House,"Vasant Nagar, Sanquelim, Bicholim, North Goa-
 403505",7
North Goa,Bicholim,Bicholim,HOTN000536,Hotel Sharada,"Sunderpeth, Bicholim, Bicholim, North Goa",6
North Goa,Bicholim,Bicholim,HOTN000883,Koteshwar Residency,"Sundar Peth, Bicholim, Bicholim, North Goa- 403504",15
North Goa,Bicholim,Bicholim,HOTN002409,"Koteshwar Lodging And
 Bording","Survey No-7/43, Bhaillipeth, Bicholim, Bicholim,
 North Goa- 403504",5
North Goa,Bicholim,Bicholim,HOTN003189,Hotel Srikamal Park,"H.No 1/3265/F1 And 1/3265/F2, First Floor, Flat No F1 And F2 Sy No 35/3(Plot No 15), Near Iti , Bordem,
 Bicholim, Bicholim, North Goa- 403504",6
North Goa,Bicholim,Bicholim,HOTN003438,Hotel Z Square Bicholim,"Hira Talkies Pajwada, Bicholim, Bicholim, North Goa-
 403504",20
North Goa,Bicholim,Latambarcem,HOTN001343,Amthane Valley,"H.No. 46/1 Vadawal, Latambarcem, Bicholim, North
 Goa",4
North Goa,Bicholim,Latambarcem,HOTN001747,Pooja Guest House,"H.No.153, Pistem Wada, Nanoda, Latambarcem,
 Bicholim, North Goa- 403503",6
North Goa,Bicholim,Latambarcem,HOTN002244,Nature Inn,"H.No. 201, Nanoda, Assonora, Latambarcem, Bicholim,
 North Goa- 403503",2
North Goa,Bicholim,Latambarcem,HOTN005163,Valley Meadows Farm,"House No. 129, Latambarcem, Bicholim, North Goa",6
North Goa,Bicholim,Maem,HOTN000707,Prabhu Smaran Guest House,"H.No- 294, Bhatwadi, Maem, Bicholim, North Goa-
 403504",7
North Goa,Bicholim,Maem,HOTN000837,La Bird Guest House,"H.No- 1394/12, Bhatwadi, Maem, Bicholim, North
 Goa- 403504",4
North Goa,Bicholim,Maem,HOTN001100,Lake Side Inn,"H. No 299 Bhatwadi, Maem, Bicholim, North Goa-
 403504",4
North Goa,Bicholim,Maem,HOTN002513,Mayem Lake View,"Mayem, Maem, Bicholim, North Goa",17
North Goa,Bicholim,Maem,HOTN005381,Devkinand,"Poira, Maem, Bicholim, North Goa- 403503",3
North Goa,Bicholim,Naroa,HOTN002475,Celebration Guest House,"H.No- 38/A, Marma Wada, Naroa, Bicholim, North Goa",4
North Goa,Bicholim,Salem,HOTN004566,Farm 33,"Hno. 479 Madhala Wada, Salem, Bicholim, North Goa",14
North Goa,Bicholim,Adwalpale,HOTN006382,"Sinq Anvaya By Adwalpalkar
 Constructions And Resorts Pvt Ltd","Adwalpale Bicholim North-Goa, Adwalpale, Bicholim, North Goa",11
North Goa,Bicholim,Adwalpale,HOTN006476,Areca,"Mudda Wada, Behind Shwarwani Temple, Adwalpale,
 Bicholim, North Goa- 403504",5
North Goa,Bicholim,Aturli,HOTN004100,Sardesai Farm House,"10/4 Dhorlicho Mollo, Aturli, Bicholim, North Goa-
 403504",3
North Goa,Pernem,Agarvado,HOTN004518,Wonderloft,"H.No.45, Agarvado,, Agarvado, Pernem, North Goa-
 403512",5
North Goa,Pernem,Alorna,HOTN003512,H.No.5a Humblerock Oth,"Tormas, Alorna, Pernem, North Goa- 403503",3
North Goa,Pernem,Arambol,HOT0000027,St Anthony Guest House,"H.No-115, Khalcha Wada,, Arambol, Pernem, North
 Goa",7
North Goa,Pernem,Arambol,HOT0000033,Joaquim Guest House,"Khalcha Wada, Arambol, Pernem, North Goa- 403524",1
North Goa,Pernem,Arambol,HOTN000090,Chamunda Guest House,"H.No 213 Khalcha Wada, Arambol, Pernem, North
 Goa- 403524",2
North Goa,Pernem,Arambol,HOTN000113,Prima Guest House,"H.No. 513, Khalchawada Arambol, Arambol, Pernem,
 North Goa- 403524",14
North Goa,Pernem,Arambol,HOTN000169,St Augustin,"H.No. 64(2)A, Madhala Wada, Arambol, Pernem,
 North Goa",10
North Goa,Pernem,Arambol,HOTN000182,Regys Guest House,"H.No. 77/1 Girkarvaddo, Arambol, Pernem, North
 Goa- 403524",4
North Goa,Pernem,Arambol,HOTN000191,Vasu Guest House,"H.No. 215, Khalchawada, Arambol, Pernem, North
 Goa- 403524",15
North Goa,Pernem,Arambol,HOTN000192,Anandi Niwas,"H.No. 219 Khalchawada, Arambol, Pernem, North
 Goa- 403524",4
North Goa,Pernem,Arambol,HOTN000195,Jesus Maria Juze,"H No 225, Girkarwado, Arambol, Pernem, North Goa",4
North Goa,Pernem,Arambol,HOTN000201,Villa Oceanic Guest House,"H. No. 5 Madhlawaddo, Arambol, Pernem, North Goa-
 403524",20
North Goa,Pernem,Arambol,HOTN000202,St Anthony Holiday Home,"H. No. 9 Khalcha Wada, Arambol, Pernem, North Goa-
 403524",6
North Goa,Pernem,Arambol,HOTN000211,Slivya Beach Hotel,"H.No. 48 Girkar Waddo, Arambol, Pernem, North Goa",4
North Goa,Pernem,Arambol,HOTN000229,Vitorino Palace,"H No.141, Girkar Waddo, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN000230,Kamakshi Guest House,"Plot No. 162/17, H.No. 127, Opp Arambol Plaza, Khalchawada, Arambol, Pernem, North Goa- 403524",8
North Goa,Pernem,Arambol,HOTN000234,St Anthony Guest House,"H.No- 126/2/A, Girkarwaddo, Arambol, Pernem,
 North Goa",4
North Goa,Pernem,Arambol,HOTN000236,Kamakshi Guest House,"Plot No 79/32, H.No- 293, Opp. Carmel Church,
 Arambol, Pernem, North Goa",6
North Goa,Pernem,Arambol,HOTN000263,Famafa Beach Resort,"H.No- 510, Khalchawada, Arambol, Pernem, North
 Goa",20
North Goa,Pernem,Arambol,HOTN000268,Avinash Guest House,"H. No.557/2 Khalchawada, Arambol, Pernem, North
 Goa- 403524",2
North Goa,Pernem,Arambol,HOTN000269,Avinash Guest House,"H.No.559 ,Khalchawada, Arambol, Pernem, North Goa",5
North Goa,Pernem,Arambol,HOTN000303,Shivshanti Guest House,"H.No- 326, Khalchawada, Arambol, Pernem, North
 Goa",3
North Goa,Pernem,Arambol,HOTN000305,Pedro Guest House,"H.No.65/1 Girkarwaddo, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN000331,Domnic Guest House,"H.No- 35, Khalchawada, Arambol, Pernem, North Goa-
 403524",2
North Goa,Pernem,Arambol,HOTN000384,M/S Golden Goa Guest House,"H.No. 569 Khalchawada, Arambol, Pernem, North Goa",6
North Goa,Pernem,Arambol,HOTN000418,Maria Guest House,"H.No. 94 Khalchawada, Arambol, Pernem, North Goa-
 403512",10
North Goa,Pernem,Arambol,HOTN000438,Yellow House Guest House,"Khalchawada, Arambol, Pernem, North Goa- 403524",5
North Goa,Pernem,Arambol,HOTN000444,Arambol Residensea,"Khalcha Wada, Arambol, Pernem, North Goa- 403524",6
North Goa,Pernem,Arambol,HOTN000446,St Francis Xavier Guest House,"Girkar Wada, Arambol, Pernem, North Goa- 403524",4
North Goa,Pernem,Arambol,HOTN000461,Rudresh Guest House,"H. No 557 Khalchawada, Arambol, Pernem, North Goa",6
North Goa,Pernem,Arambol,HOTN000483,Ivons Holiday Calm,"Arambol Girkar Waddo, Arambol, Pernem, North Goa-
 403524",8
North Goa,Pernem,Arambol,HOTN000484,Villa Joao,"H.No-144, Girkar Vaddo, Arambol, Pernem, North
 Goa- 403524",8
North Goa,Pernem,Arambol,HOTN000485,Joaquim House,"H.No:173,Khalchawada, Arambol, Pernem, North Goa-
 403524",1
North Goa,Pernem,Arambol,HOTN000486,Sharon Villa,"H.No-451, Socoilo Waddo, Arambol, Pernem, North
 Goa- 403524",5
North Goa,Pernem,Arambol,HOTN000487,Ivons Holiday Calm,"Girkar Waddo, Arambol, Pernem, North Goa- 403524",8
North Goa,Pernem,Arambol,HOTN000488,4ss Tourist Guest House,"H.No- 387, Harmal Khalchawada, Arambol, Pernem,
 North Goa",6
North Goa,Pernem,Arambol,HOTN000498,Ursula Happy Home,"Ursula House, Girkar Wada,, Arambol, Pernem, North
 Goa- 403524",3
North Goa,Pernem,Arambol,HOTN000513,Sea Pearl,"H.No. 153-1, Girkar Vaddo, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN000547,Anthony Villa,"H.No.60, Madhalowado, Arambol, Pernem, North Goa-
 403524",4
North Goa,Pernem,Arambol,HOTN000548,Paying Guest House,"H.No.164, Girkarwada, Arambol, Pernem, North Goa-
 403524",2
North Goa,Pernem,Arambol,HOTN000616,Cmm Guest House,"Arambol Waddo, Arambol, Pernem, North Goa-
 403524",2
North Goa,Pernem,Arambol,HOTN000617,Salvador Guest House,"Girkar Waddo, Arambol, Pernem, North Goa",5
North Goa,Pernem,Arambol,HOTN000625,Carmel Guest House,"H. No 719 Khalchawada, Arambol, Pernem, North
 Goa- 403524",8
North Goa,Pernem,Arambol,HOTN000654,Milton Lobo'S Guest House,"H.No.33/1, Khalchawado, Arambol, Pernem, North
 Goa- 403524",2
North Goa,Pernem,Arambol,HOTN000662,Ajf Villa,"H. No 475 Khalwaddo, Arambol, Pernem, North Goa-
 403524",1
North Goa,Pernem,Arambol,HOTN000664,Vitorino Villa Palace,"H.No- 151, Girkar Vaddo, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN000665,Leena Guest House,"H.No- 160, Girkarwada, Arambol, Pernem, North Goa-
 403524",7
North Goa,Pernem,Arambol,HOTN000666,Garden Of Meals,"H. No 491 Khalcha Waddo, Arambol, Pernem, North
 Goa- 403524",8
North Goa,Pernem,Arambol,HOTN000667,Villa Rosa,"H.No- 509 (1)A, Khalchawada, Arambol, Pernem,
 North Goa- 403524",3
North Goa,Pernem,Arambol,HOTN000680,God'S Gift Guest House,"Khachawaddo, Arambol, Pernem, North Goa- 403524",5
North Goa,Pernem,Arambol,HOTN000691,Lemos Guest House,"H.No- 30/1, Khalchawada, Arambol, Pernem, North
 Goa- 403524",1
North Goa,Pernem,Arambol,HOTN000702,Holy Cross House,"H.No- 26, Khalchawada, Arambol, Pernem, North Goa-
 403524",1
North Goa,Pernem,Arambol,HOTN000703,Luis Guest House,"Hno-143/2,Girkarwaddo, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN000705,Chalet Belle Rosa,"H.No- 512/2, Khalchawada, Arambol, Pernem, North
 Goa",6
North Goa,Pernem,Arambol,HOTN000718,William Villa,"H.No. 23/1-A Khalchawada, Arambol, Pernem, North
 Goa- 403524",11
North Goa,Pernem,Arambol,HOTN000726,Manuel Villa,"H.No- 508 A, Khalchawada, Arambol, Pernem, North
 Goa",2
North Goa,Pernem,Arambol,HOTN000752,Nolan Guest House,"H.No- 248, Khalchawada, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN000772,Chillis Guest House,"H.No:489,Khalchawaddo, Arambol, Pernem, North
 Goa- 403524",10
North Goa,Pernem,Arambol,HOTN000773,M/S Anant Guest House,"H.No. 149/1 Girkarwada, Arambol, Pernem, North
 Goa- 403524",21
North Goa,Pernem,Arambol,HOTN000775,Cock'S Town Guest House,"H.No- 394/1, Khalchawada, Arambol, Pernem, North
 Goa",12
North Goa,Pernem,Arambol,HOTN000796,Gods Gift Guest House,"H.No- 108(1) A, Girkar Waddo, Arambol, Pernem,
 North Goa- 403524",14
North Goa,Pernem,Arambol,HOTN000803,Shanti Guest House,"H. No 369 Khalchawada, Arambol, Pernem, North
 Goa- 403524",8
North Goa,Pernem,Arambol,HOTN000805,Mary Joao Fernandes,"H.No.147, Khalchawada, Arambol, Pernem, North Goa-
 403524",2
North Goa,Pernem,Arambol,HOTN000811,Samudra Guest House,"H. No 161/1 Khalchawada, Arambol, Pernem, North
 Goa- 403524",4
North Goa,Pernem,Arambol,HOTN000839,Sky King Guest House,"570 Khalchawada, Arambol, Pernem, North Goa",4
North Goa,Pernem,Arambol,HOTN000840,Piya Guest House,"H.No-74, Khalchawada, Arambol, Pernem, North Goa",6
North Goa,Pernem,Arambol,HOTN000841,Shrikrishna Guest House,"H.No-442/1, Khalchawada, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN000871,Om Ganesh,"585(2)A, Khalchawada, Arambol, Pernem, North Goa",8
North Goa,Pernem,Arambol,HOTN000970,Pirates Cabin,"H.No. 465, Khalchawaddo, Arambol, Pernem, North
 Goa- 403524",5
North Goa,Pernem,Arambol,HOTN000981,Maria Villa Guest House,"Socoilo Wado, Arambol, Pernem, North Goa- 403524",8
North Goa,Pernem,Arambol,HOTN000987,Omkar Guest House,"H.No- 371(1), Khalchawada, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN001002,St. Theresa'S Nest,"House No 79/2 Khalchawada, Arambol, Pernem,
 North Goa- 403524",6
North Goa,Pernem,Arambol,HOTN001065,Benedict Guest House,"Socilo Waddo, Arambol, Pernem, North Goa- 403524",6
North Goa,Pernem,Arambol,HOTN001066,Lizzys Guest House,"Socoilo Waddo, Arambol, Pernem, North Goa- 403524",3
North Goa,Pernem,Arambol,HOTN001081,Villa Rodrigues,"H.No.405, Khalchawada, Arambol, Pernem, North
 Goa- 403524",7
North Goa,Pernem,Arambol,HOTN001082,Vailankani Guest House,"Khalchawada, Arambol, Pernem, North Goa- 403524",5
North Goa,Pernem,Arambol,HOTN001083,Vailankani Guest House,"H. No 13/2 Khalchwada, Arambol, Pernem, North
 Goa- 403524",5
North Goa,Pernem,Arambol,HOTN001093,El- Paso Guest House,"H. No 639 Khalachawada, Arambol, Pernem, North
 Goa- 503524",15
North Goa,Pernem,Arambol,HOTN001094,Om Ganesh Guest House,"Khalcha Wada, Arambol, Pernem, North Goa",10
North Goa,Pernem,Arambol,HOTN001095,Om Ganesh Guest House,"H.No:582,Khalcha Wada, Arambol, Pernem, North Goa",3
North Goa,Pernem,Arambol,HOTN001097,Austin Guest House,"H. No 418 Khalchawaddo, Arambol, Pernem, North
 Goa- 403524",1
North Goa,Pernem,Arambol,HOTN001130,Paul M D'Souza,"H No 498, Socoilo Vaddo, Arambol, Pernem, North
 Goa- 403524",5
North Goa,Pernem,Arambol,HOTN001145,Blue Fin Guest House,"Socilo Waddo, Arambol, Pernem, North Goa- 403524",9
North Goa,Pernem,Arambol,HOTN001146,Carlos Guest House,"H. No 65 (1) Khalchwada, Arambol, Pernem, North
 Goa- 403524",1
North Goa,Pernem,Arambol,HOTN001147,Delwins Ark Guest House,"H.No- 522, Khalcha Wada, Arambol, Pernem, North
 Goa- 403524",10
North Goa,Pernem,Arambol,HOTN001149,Pama Villa Guest House,"H. No 400 Socoilowado, Arambol, Pernem, North Goa-
 403524",4
North Goa,Pernem,Arambol,HOTN001151,Om Ganesh Guest House,"Khalcha Wada, Arambol, Pernem, North Goa",8
North Goa,Pernem,Arambol,HOTN001155,Gangesh Guest House,"H No. 227, Gangesh House, Khalchawada, Arambol,
 Pernem, North Goa",6
North Goa,Pernem,Arambol,HOTN001156,Vailankinni Guest House,"Socoilo Waddo, Arambol, Pernem, North Goa- 403524",1
North Goa,Pernem,Arambol,HOTN001162,Saniya Guest House,"H.No. 289(1) B, Harmal, Arambol, Pernem, North Goa",2
North Goa,Pernem,Arambol,HOTN001170,Cool Guest House,"H/No:500 , Khalchawadda, Arambol, Pernem, North
 Goa",8
North Goa,Pernem,Arambol,HOTN001171,Valankani Guest House,"H.No. 704 Khalchawada, Arambol, Pernem, North
 Goa- 403524",1
North Goa,Pernem,Arambol,HOTN001172,Darren Guest House,"H.No- 520/1 Khalcha Wada, Arambol, Pernem, North
 Goa- 403524",3
North Goa,Pernem,Arambol,HOTN001173,Tanish Guest House,"H No.289, Khalchawada, Arambol, Pernem, North Goa",4
North Goa,Pernem,Arambol,HOTN001264,Sea Horse Rooms & Restaurant,"H.No:535, Khalchawada, Arambol, Pernem, North
 Goa- 403524",8
North Goa,Pernem,Arambol,HOTN001265,Vailankani Hotel,"H.No:462, Khalchawada, Arambol, Pernem, North
 Goa- 403524",1
North Goa,Pernem,Arambol,HOTN001276,Siddharth Guest House,"H No.296, Khalchawada Harmal, Arambol, Pernem,
 North Goa",2
North Goa,Pernem,Arambol,HOTN001296,Peace Garden Guest House,"H.No:750,Khalcha Wada, Arambol, Pernem, North Goa",8
North Goa,Pernem,Arambol,HOTN001301,"Relax Paying Guest
 Accomodation","Socoilowadda Arambol Pernem Goa, Arambol,
 Pernem, North Goa- 403524",10
North Goa,Pernem,Arambol,HOTN001302,Siddharth Guest House,"H No.295-1, Khalchawada, Arambol, Pernem, North
 Goa",2
North Goa,Pernem,Arambol,HOTN001303,Siddharth Guest House,"H No.291, Khalchawada, Arambol, Pernem, North Goa",8
North Goa,Pernem,Arambol,HOTN001316,Sunshine Guest House,"Girkarwada, Arambol, Pernem, North Goa- 403524",5
North Goa,Pernem,Arambol,HOTN001333,Raghunath Guest House,"H.No:262, Khalchawada, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN001351,Ludu Guest House,"H No.601, Kalchawada, Arambol, Pernem, North Goa-
 403524",2
North Goa,Pernem,Arambol,HOTN001352,Ludu Guest House,"H No.595, Kalchawada, Arambol, Pernem, North Goa-
 403524",2
North Goa,Pernem,Arambol,HOTN001353,Ludu Guest House,"H No.594, Kalchawada, Arambol, Pernem, North Goa-
 403524",2
North Goa,Pernem,Arambol,HOTN001354,Ludu Guest House,"H No.590, Khalchawada, Arambol, Pernem, North
 Goa- 403524",3
North Goa,Pernem,Arambol,HOTN001375,Casa Bravo Guest House,"H.No:647, Khalchawada, Arambol, Pernem, North
 Goa- 403524",4
North Goa,Pernem,Arambol,HOTN001390,Vishnu Kunj,"H.No. 287(1), Khalchawada, Arambol, Pernem, North
 Goa- 403524",4
North Goa,Pernem,Arambol,HOTN001392,Sunny Guest House,"H. No: 372/2, Khalchawada, Arambol, Pernem, North
 Goa- 403524",9
North Goa,Pernem,Arambol,HOTN001393,Sunny Guest House,"H.No:587, Khalchawada, Arambol, Pernem, North
 Goa- 403524",5
North Goa,Pernem,Arambol,HOTN001394,Sunny Guest House,"H.No:588, Khalchawada, Arambol, Pernem, North
 Goa- 403524",4
North Goa,Pernem,Arambol,HOTN001424,Siddha Prerna Guest House,"Khalchawada, Arambol, Pernem, North Goa- 403524",5
North Goa,Pernem,Arambol,HOTN001429,Ocean Villas Guest House,"H No 568 Kalacha Wada, Harmal, Arambol, Pernem,
 North Goa",5
North Goa,Pernem,Arambol,HOTN001436,Benjamin Guest House,"419, Khalchawada, Arambol, Pernem, North Goa-
 403524",3
North Goa,Pernem,Arambol,HOTN001450,Nilufa Mary Guest House,"Khalchawada, Arambol, Pernem, North Goa- 403524",3
North Goa,Pernem,Arambol,HOTN001473,Pitruchaya Guest House,"H.No. 577, Khalchwada, Arambol, Pernem, North Goa",4
North Goa,Pernem,Arambol,HOTN001482,Samantha Inns,"H.No. 133, Girkar Vaddo, Arambol, Pernem, North
 Goa- 403524",7
North Goa,Pernem,Arambol,HOTN001485,Ozil'S Guest House,"H.No.378, Madhlawada, Arambol, Pernem, North Goa-
 403524",4
North Goa,Pernem,Arambol,HOTN001487,Om Star,"H.No.448/1, Khalachawada, Arambol, Pernem, North
 Goa- 403524",9
North Goa,Pernem,Arambol,HOTN001498,Pai Guest House,"Khalchawada, Arambol, Pernem, North Goa- 403524",3
North Goa,Pernem,Arambol,HOTN001507,Sebastian Dmello Guest House,"H.No. 73(Old.463/3), Arambol, Pernem, North Goa-
 403524",1
North Goa,Pernem,Arambol,HOTN001514,Agustine Villa,"540, Madahla Wada, Arambol, Pernem, North Goa",9
North Goa,Pernem,Arambol,HOTN001515,Camilo Inn,"H.No 61/1, Girkarwada, Arambol, Pernem, North Goa",6
North Goa,Pernem,Arambol,HOTN001525,Jo'S Guest House,"Khalcha Wada, Arambol, Pernem, North Goa- 403524",7
North Goa,Pernem,Arambol,HOTN001530,Vailankani Paying Guest House,"Khalchawada, Arambol, Pernem, North Goa",2
North Goa,Pernem,Arambol,HOTN001562,Madrid Home,"H No.261, Socoilowada Opp Om Anesh Super Market,
 Arambol, Pernem, North Goa- 403524",6
North Goa,Pernem,Arambol,HOTN001580,Hotel Teremok,"H.No:470, Khalchawada, Arambol, Pernem, North Goa",14
North Goa,Pernem,Arambol,HOTN001591,Sheenest Guest House,"H.No: 526, Sokoilowaddo, Arambol, Pernem, North
 Goa",8
North Goa,Pernem,Arambol,HOTN001605,Maria Villa,"H.No.566/4, Arambol, Pernem, North Goa- 403524",2
North Goa,Pernem,Arambol,HOTN001610,Sea Breeze Guest House,"H.No-412, (1) Khalachwada, Arambol, Pernem, North
 Goa",5
North Goa,Pernem,Arambol,HOTN001611,Anthony Guest House,"H.No. 14/1, Khalcha Wada, Arambol, Pernem, North
 Goa- 403524",3
North Goa,Pernem,Arambol,HOTN001654,Friend Guest House,"H.No. 2, Khalchawada, Arambol, Pernem, North Goa",4
North Goa,Pernem,Arambol,HOTN001830,Hotel Manjunath,"H.No:142,Khalchawada Arambol, Arambol, Pernem,
 North Goa- 403524",6
North Goa,Pernem,Arambol,HOTN001839,Willy Guest House,"H No- 550/2 Socoilo Vaddo, Arambol, Pernem, North
 Goa",3
North Goa,Pernem,Arambol,HOTN001845,Paying Guest House,"Khalchawada, Arambol, Pernem, North Goa",4
North Goa,Pernem,Arambol,HOTN001846,Bungalow-184,"Next To Arambol Church, Arambol, Pernem, North
 Goa- 403524",4
North Goa,Pernem,Arambol,HOTN001854,Paying Guest House,"Arambol Modlo Vaddo, Arambol, Pernem, North Goa-
 403524",1
North Goa,Pernem,Arambol,HOTN001880,Diana House,"542, Khalchawada, Arambol, Pernem, North Goa",4
North Goa,Pernem,Arambol,HOTN001926,Om Ganesh Guest House,"H.No. 581 Khalchawada, Arambol, Pernem, North
 Goa- 403524",5
North Goa,Pernem,Arambol,HOTN001938,Hotel Arambol Arbour,"H.No. 159, Girkarwada, Arambol, Pernem, North Goa-
 403524",15
North Goa,Pernem,Arambol,HOTN001943,Nanu Resort- Arambol,"H.No 264, Girkar Wada, Arambol, Pernem, North Goa-
 403524",62
North Goa,Pernem,Arambol,HOTN001953,Jose Villa,"H.No 96/1b, Khalchawada, Arambol, Pernem, North
 Goa",3
North Goa,Pernem,Arambol,HOTN001954,Nilufa Guest House,"H.No 525, Khalchawaddo, Arambol, Pernem, North
 Goa",17
North Goa,Pernem,Arambol,HOTN001962,Hilltop Guest House,"H.No 572 , Socoilo Vaddo, Arambol, Pernem, North
 Goa- 403524",20
North Goa,Pernem,Arambol,HOTN001979,Lucy Villa Guest House,"H.No. 64 Khalchawado, Arambol, Pernem, North Goa-
 403524",3
North Goa,Pernem,Arambol,HOTN002004,Arambol Plaza,"Khalchawada, Arambol, Pernem, North Goa",20
North Goa,Pernem,Arambol,HOTN002006,Om Ganesh Naik Guest House,"H.No:580,Khalchawada, Arambol, Pernem, North Goa",12
North Goa,Pernem,Arambol,HOTN002043,Vailankani Guest House,"Girkar Waddo, Arambol, Pernem, North Goa",1
North Goa,Pernem,Arambol,HOTN002067,Savitri Guest House,"H.No. 184 Khalchawada, Arambol, Pernem, North
 Goa- 403524",12
North Goa,Pernem,Arambol,HOTN002075,Rihanna Guest House,"H.No-446(1), Socoilo Vaddo, Arambol, Pernem, North
 Goa- 403524",6
North Goa,Pernem,Arambol,HOTN002135,Aadhya Guest House,"H.No-204, Deulwada, Arambol, Pernem, North Goa-
 403524",2
North Goa,Pernem,Arambol,HOTN002141,Orange Sky,"Girkar Waddo, Arambol, Pernem, North Goa",10
North Goa,Pernem,Arambol,HOTN002144,Ved Guest House,"H.No.14/1, Madhalawada, Arambol, Pernem, North
 Goa- 403524",4
North Goa,Pernem,Arambol,HOTN002177,Messianic House I,"H.No.75/2,Khalchawada, Arambol, Pernem, North
 Goa- 403524",8
North Goa,Pernem,Arambol,HOTN002178,Messianic House Ii,"H.No 75/2(A) Khalchawada, Arambol, Pernem, North
 Goa- 403524",2
North Goa,Pernem,Arambol,HOTN002181,"Parshuram Vaigankar Guest
 House","H.No.332/1,Madhalawadda, Arambol, Pernem, North
 Goa- 403524",5
North Goa,Pernem,Arambol,HOTN002182,Bambolim Cross Guest House,"H.No. 792, Khalchawada, Arambol, Pernem, North
 Goa- 403524",10
North Goa,Pernem,Arambol,HOTN002213,Radhabai Guest House,"H.No. 299, Khalchawada, Arambol, Pernem, North
 Goa- 403524",10
North Goa,Pernem,Arambol,HOTN002214,Radhabai Guest House,"H.No. 298, Khalchawada, Arambol, Pernem, North Goa",14
